 cookie=0x1, duration=782.219s, table=12, n_packets=0, n_bytes=0, priority=5,ipv6,reg1=0x10,metadata=0x7594587a00d,ipv6_dst=fd6c:808c:2ea3:1f9::/64 actions=note:61.6c.6c.6f.77.6c.69.73.74.5f.73.69.64.2d.49.4d.53.49.30.30.31.30.31.30.30.30.30.30.30.30.30.30.31.2d.69.6e.74.65.72.6e.65.74.00.00.00.00,set_field:0x5->pkt_mark,set_field:0x1->reg2,set_field:0x1->reg4,set_field:0x80000007->reg11,resubmit(,13),resubmit(,20)
 cookie=0xfffffffffffffffe, duration=113514.819s, table=12, n_packets=101, n_bytes=8068, priority=0 actions=resubmit(,13),set_field:0->reg0,set_field:0->reg3
 cookie=0x0, duration=782.224s, table=13, n_packets=0, n_bytes=0, priority=10,ipv6,reg1=0x10,reg2=0x1,reg3=0,reg4=0x1,reg11=0x80000007,metadata=0x7594587a00d,ipv6_dst=fd6c:808c:2ea3:1f9::/64 actions=drop
 cookie=0x0, duration=782.224s, table=13, n_packets=0, n_bytes=0, priority=10,ipv6,reg1=0x1,reg2=0x1,reg3=0,reg4=0x1,reg11=0x80000007,metadata=0x7594587a00d,ipv6_src=fd6c:808c:2ea3:1f9::/64 actions=drop
 cookie=0x0, duration=782.223s, table=13, n_packets=0, n_bytes=0, priority=1,ipv6,reg1=0x10,reg2=0,reg4=0,reg11=0x80000007,metadata=0x7594587a00d,ipv6_dst=fd6c:808c:2ea3:1f9::/64 actions=drop
 cookie=0x0, duration=782.223s, table=13, n_packets=0, n_bytes=0, priority=1,ipv6,reg1=0x1,reg2=0,reg4=0,reg11=0x80000007,metadata=0x7594587a00d,ipv6_src=fd6c:808c:2ea3:1f9::/64 actions=drop
 cookie=0xfffffffffffffffe, duration=113514.816s, table=13, n_packets=101, n_bytes=8068, priority=0 actions=drop
 cookie=0x0, duration=3.871s, table=20, n_packets=0, n_bytes=0, priority=22,ipv6,reg1=0x1 actions=set_field:ff:ff:ff:ff:ff:ff->eth_dst,output:"patch-up"
 cookie=0x0, duration=3.871s, table=20, n_packets=0, n_bytes=0, priority=12,reg12=0x1 actions=set_field:e6:8f:a2:80:80:80->eth_dst,output:"proxy_port"
 cookie=0x0, duration=3.885s, table=20, n_packets=0, n_bytes=0, priority=10,reg1=0x1 actions=set_field:52:54:00:8f:cb:3c->eth_dst,output:"patch-up"
 cookie=0x0, duration=3.872s, table=20, n_packets=11, n_bytes=1078, priority=0,ip,reg1=0x10,vlan_tci=0x0000/0x1000 actions=output:NXM_NX_REG8[]
 cookie=0x0, duration=3.872s, table=20, n_packets=0, n_bytes=0, priority=0,ip,reg1=0x10,vlan_tci=0x1000/0x1000 actions=pop_vlan,output:NXM_NX_REG8[]
 cookie=0x0, duration=3.872s, table=20, n_packets=0, n_bytes=0, priority=0,ipv6,reg1=0x10,vlan_tci=0x0000/0x1000 actions=output:NXM_NX_REG8[]
 cookie=0x0, duration=3.871s, table=20, n_packets=0, n_bytes=0, priority=0,ipv6,reg1=0x10,vlan_tci=0x1000/0x1000 actions=pop_vlan,output:NXM_NX_REG8[]
 cookie=0x0, duration=784.413s, table=21, n_packets=0, n_bytes=0, priority=0 actions=resubmit(,5),set_field:0->reg0,set_field:0->reg3
